param_name,param_value,mean_fitness,std_fitness,min_fitness,max_fitness,mean_cappv,mean_ebess,mean_total_cost
mutation_rate,0.1,604721430.739635,8591730.078287,599183016.110468,614618912.619968,17825.666667,8775.666667,30092312.476301
mutation_rate,0.2,600116275.763099,2025734.979622,598802324.936633,602449184.387079,16933.666667,9151.666667,28888394.959765
mutation_rate,0.3,599986431.041012,2236714.106611,597405910.828149,601369300.909166,16858.666667,9162.666667,28779446.461012
