param_name,param_value,mean_fitness,std_fitness,min_fitness,max_fitness,mean_cappv,mean_ebess,mean_total_cost
W,0.4,599354686.130492,2854906.520258,596799694.995294,603668928.351977,17181.63326,8978.979121,29197785.218492
W,0.7,599562917.570268,1388821.471682,597849528.530272,601443534.559005,17115.839947,9009.390238,29109672.518268
W,0.9,599839887.709616,1270128.229017,597710074.393154,601124210.803972,16997.639497,9082.941541,28959353.457616
