param_name,param_value,mean_fitness,std_fitness,min_fitness,max_fitness,mean_cappv,mean_ebess,mean_total_cost
C2,1.0,598939582.45645,1161301.831974,597496365.812183,600251905.555149,16881.461165,9127.350112,28800500.520449
C2,1.5,599783354.757966,1328872.246748,598237274.734885,601782861.680367,16874.787084,9162.593709,28803743.989966
C2,2.0,598515393.349159,1349476.361478,597080938.153701,600503217.197416,16964.446241,9066.770148,28902927.805159
