param_name,param_value,mean_fitness,std_fitness,min_fitness,max_fitness,mean_cappv,mean_ebess,mean_total_cost
C1,1.0,599423637.490266,772078.661962,598563038.462302,600244598.800174,16979.615626,9078.961277,28930641.292266
C1,1.5,600582046.637918,2047553.101096,598587538.378876,603774881.611157,17204.678,8995.746631,29238682.829918
C1,2.0,599173236.01127,1785750.146076,596925256.301055,601546468.788935,16884.789007,9128.103466,28805626.76927
