param_name,param_value,mean_fitness,std_fitness,min_fitness,max_fitness,mean_cappv,mean_ebess,mean_total_cost
crossover_rate,0.7,604966017.64542,9058901.615782,598160893.454269,620579713.877551,17596.0,8913.6,29797749.72342
crossover_rate,0.8,602747371.015103,1814692.018095,600257146.591614,604647640.183001,17245.0,9074.2,29328747.353103
crossover_rate,0.9,600431138.811957,2599979.666681,597750971.930585,604016158.187723,17178.8,9011.2,29205328.939957
